layers	GCF_900698845_1	GCF_005080825_1	GCF_005082825_1	GCF_900698905_1	GCF_005083565_1	GCF_009068925_1	GCF_900698915_1	GCF_005081185_1	GCF_900698975_1	GCF_005081705_1	GCF_900699035_1	GCF_005080885_1	GCF_900698895_1	GCF_009069125_1	GCF_005082365_1	GCF_900698945_1	GCF_005080845_1	GCF_900560745_1	GCF_005083345_1	GCF_005080725_1	GCF_900698865_1	GCF_005083105_1	GCF_900699025_1	GCF_005081945_1	GCF_005080745_1	GCF_005080765_1
GCF_005082825_1	158619.0	228508.0	656629.0	172777.0	614732.0	547109.0	195146.0	612032.0	161677.0	618902.0	183308.0	564697.0	193986.0	574030.0	600020.0	184193.0	602564.0	164724.0	568885.0	199804.0	166251.0	578717.0	164919.0	617548.0	290569.0	199982.0
GCF_005083105_1	158954.0	245413.0	573398.0	169399.0	575902.0	606318.0	196913.0	551384.0	163578.0	576306.0	186052.0	526078.0	190055.0	619197.0	557002.0	179579.0	601835.0	161929.0	619390.0	208001.0	165249.0	642180.0	153661.0	582750.0	281072.0	207414.0
GCF_005083345_1	156644.0	227335.0	577060.0	165974.0	574918.0	617966.0	188140.0	550342.0	156484.0	577667.0	180033.0	524916.0	184775.0	618945.0	564914.0	172687.0	601227.0	168443.0	641028.0	201994.0	170434.0	620838.0	162714.0	578600.0	278589.0	198031.0
GCF_005083565_1	162099.0	245507.0	611662.0	177704.0	653487.0	553934.0	197897.0	588323.0	166930.0	616282.0	187715.0	574141.0	194363.0	581010.0	602494.0	188097.0	589508.0	161886.0	570321.0	211977.0	173261.0	578843.0	162579.0	611734.0	293767.0	216533.0
GCF_009068925_1	153071.0	210813.0	565038.0	162701.0	564474.0	628324.0	186640.0	537982.0	155062.0	563769.0	178262.0	509966.0	185481.0	616122.0	555098.0	174576.0	587290.0	160122.0	618448.0	193443.0	151060.0	608034.0	146036.0	561833.0	266885.0	188296.0
GCF_009069125_1	166268.0	240029.0	584764.0	175397.0	586485.0	614085.0	194794.0	561468.0	168264.0	584146.0	186484.0	526994.0	192378.0	634931.0	565935.0	187832.0	605159.0	173124.0	620035.0	208537.0	169128.0	617075.0	160537.0	581977.0	291226.0	213783.0
GCF_900560745_1	364338.0	151893.0	157447.0	373347.0	163081.0	154819.0	389175.0	151930.0	369041.0	159730.0	381812.0	170026.0	388437.0	167453.0	165718.0	378765.0	159352.0	449035.0	165543.0	139081.0	354190.0	167630.0	363184.0	159413.0	136220.0	137466.0
GCF_900698845_1	453442.0	154785.0	150464.0	395594.0	158030.0	142150.0	396849.0	145477.0	451020.0	149602.0	393725.0	152556.0	393958.0	154278.0	146519.0	398268.0	151546.0	365097.0	156424.0	141246.0	384740.0	155650.0	443880.0	154064.0	141895.0	125846.0
GCF_900698865_1	385270.0	160163.0	157489.0	409268.0	172059.0	149716.0	400384.0	161480.0	384886.0	157751.0	395061.0	168598.0	397802.0	168026.0	167732.0	415191.0	160159.0	364506.0	165572.0	143990.0	442566.0	170101.0	385791.0	167183.0	142982.0	136040.0
GCF_900698895_1	395609.0	183634.0	190560.0	401053.0	188528.0	172559.0	440440.0	184002.0	398684.0	178434.0	432574.0	188887.0	442268.0	182942.0	185220.0	409319.0	179644.0	393260.0	184640.0	160582.0	400645.0	186451.0	391711.0	184772.0	167691.0	160975.0
GCF_900698905_1	396743.0	159427.0	165829.0	442321.0	180194.0	161151.0	402925.0	160796.0	400003.0	164097.0	400757.0	168912.0	406365.0	173231.0	173080.0	428045.0	164795.0	378220.0	165734.0	151519.0	409123.0	174963.0	396628.0	170337.0	145713.0	139876.0
GCF_900698915_1	395955.0	188370.0	198718.0	404845.0	201477.0	182688.0	445468.0	191244.0	401692.0	185661.0	434101.0	195012.0	443298.0	199088.0	188449.0	410069.0	183170.0	393526.0	185224.0	168825.0	399783.0	202558.0	394094.0	190350.0	167500.0	162019.0
GCF_900698945_1	396607.0	169001.0	172322.0	427968.0	179273.0	172593.0	407826.0	171632.0	405093.0	171636.0	405354.0	176359.0	409749.0	184270.0	175040.0	445611.0	165214.0	379696.0	172664.0	153406.0	414288.0	181979.0	401628.0	173422.0	139166.0	145953.0
GCF_900698975_1	450326.0	153485.0	158362.0	394706.0	152297.0	147434.0	395344.0	158128.0	453978.0	146312.0	388446.0	164441.0	393190.0	164820.0	154272.0	399184.0	158068.0	363722.0	159714.0	140955.0	382472.0	165799.0	444149.0	155143.0	134091.0	131547.0
GCF_900699025_1	444891.0	149149.0	157825.0	395119.0	156218.0	140617.0	394553.0	152253.0	446397.0	146519.0	389451.0	154194.0	392805.0	156055.0	155848.0	400516.0	151553.0	363592.0	152881.0	132764.0	383506.0	158597.0	458254.0	151816.0	139324.0	128692.0
GCF_900699035_1	391079.0	181379.0	177103.0	399944.0	186571.0	169732.0	432717.0	168340.0	394902.0	174280.0	443818.0	179179.0	430149.0	184164.0	180018.0	403069.0	176170.0	382816.0	179748.0	167735.0	391828.0	179879.0	392280.0	177193.0	166290.0	151001.0
