key	GCF_005080725_1	GCF_005080745_1	GCF_005080765_1	GCF_005080825_1	GCF_005080845_1	GCF_005080885_1	GCF_005081185_1	GCF_005081705_1	GCF_005081945_1	GCF_005082365_1	GCF_005082825_1	GCF_005083105_1	GCF_005083345_1	GCF_005083565_1	GCF_009068925_1	GCF_009069125_1	GCF_900560745_1	GCF_900698845_1	GCF_900698865_1	GCF_900698895_1	GCF_900698905_1	GCF_900698915_1	GCF_900698945_1	GCF_900698975_1	GCF_900699025_1	GCF_900699035_1
GCF_005082825_1	0.7136296774193549	0.714737210031348	0.7154299999999999	0.7153362151394421	0.7825406341463415	0.7941730502599654	0.857198888888889	0.814312608	0.8184414262820514	0.8068269851729819	1.0	0.7686261512605042	0.7660868259385665	0.8222817419354839	0.7613220921985817	0.773143339011925	0.7118302185792349	0.7115137356321839	0.7120886338797816	0.7140410377358489	0.7129516753926701	0.7143600000000001	0.713090495049505	0.7130944943820223	0.7091875824175824	0.7143874752475248
GCF_005083105_1	0.7134806140350878	0.7169378175895765	0.7143843805309734	0.713097415730337	0.7957548105436573	0.7633860477941176	0.7643141052631579	0.7669822542372882	0.7690112060301507	0.7673636602451839	0.7690694378194207	1.0	0.8514259577922079	0.772692165820643	0.8405472847682118	0.8670321661237784	0.7136243333333334	0.7133305681818182	0.7135578571428571	0.7181681904761905	0.714070962566845	0.7179621198156683	0.7149017258883248	0.7133292265193371	0.7142289940828402	0.7162299512195122
GCF_005083345_1	0.7138009417040359	0.7147940327868852	0.7156508294930876	0.7157241365461846	0.7950344827586208	0.7620436880733945	0.7623931754385965	0.7671602184873949	0.7683971189279731	0.7655809965635738	0.766834797979798	0.8517583818770227	1.0	0.7715430118443317	0.8813736988543371	0.879615163398693	0.7114865405405405	0.7144797687861272	0.712077340425532	0.7162274129353234	0.714888306010929	0.7163785365853658	0.7159971204188481	0.7145891860465118	0.7116628888888888	0.7172248730964467
GCF_005083565_1	0.7141893991416309	0.7184911320754718	0.7157143644067797	0.7148908178438663	0.788492935323383	0.8184436535162951	0.8088313210702341	0.834714806451613	0.8244799351701783	0.8236430477759473	0.821610145867099	0.7718755592654423	0.77057818336163	1.0	0.7639467190226877	0.7761562311557789	0.7160865168539325	0.7111396089385476	0.7133522513089003	0.7151342723004696	0.7122478974358974	0.7146353456221197	0.7135685507246377	0.7122307065217391	0.7113845251396648	0.7141633170731707
GCF_009068925_1	0.7095387735849056	0.7135167918088736	0.7136729126213592	0.7135381385281386	0.7876064814814815	0.7556959245283019	0.756959982078853	0.7602409310344829	0.762653402417962	0.7592910314685315	0.7602693814432989	0.8406059900990098	0.8810643862520458	0.7642119759450172	1.0	0.8643059738134207	0.7092533707865168	0.7111439053254438	0.7142527272727274	0.7120402463054188	0.7090381005586592	0.712577450980392	0.711117823834197	0.7108070760233918	0.7113706832298138	0.7117291326530613
GCF_009069125_1	0.7143916299559472	0.7174332389937108	0.7154860000000001	0.7153840000000001	0.8039706568144499	0.766116623616236	0.7669011937716261	0.7709694639865997	0.7733411973018551	0.7715442906574395	0.7730179396984924	0.8676016965742253	0.8798649268292682	0.7755158961474037	0.8643297213114753	1.0	0.7101707772020726	0.7116434782608695	0.713613064516129	0.7172665402843602	0.7131222279792747	0.7173082547169811	0.7130406310679612	0.7122834408602151	0.7115506214689267	0.7167852195121951
GCF_900560745_1	0.7057522875816994	0.7095274834437088	0.7054887581699346	0.7068917365269463	0.709280057142857	0.7107491443850266	0.7120659638554218	0.7087822285714287	0.7122194886363638	0.7103534806629834	0.7100852023121387	0.7104043478260872	0.7084930054644809	0.7112965168539327	0.7077484117647057	0.7089679347826087	1.0	0.7518544999999999	0.7571164032697547	0.7706893749999999	0.7582214248704664	0.7716760099750622	0.7628257033248081	0.7524846614583334	0.7523532453825859	0.7698517512690356
GCF_900698845_1	0.7079388607594937	0.7102167721518987	0.7142089855072463	0.7069864912280702	0.7120397005988024	0.7154451497005989	0.7168040000000001	0.7134121084337349	0.7140533136094674	0.71580099378882	0.7142199397590362	0.7150795930232557	0.7125628488372094	0.7119274137931033	0.7136473248407643	0.7149092352941177	0.7513600791556728	1.0	0.7825808607594936	0.77707047146402	0.7865532258064516	0.7771462899262899	0.7915066748768473	0.9304381981981982	0.8667449318181819	0.7747226732673268
GCF_900698865_1	0.712681125	0.7122079245283018	0.7130449333333335	0.7107921468926555	0.7130456000000001	0.7146465945945947	0.7152264406779663	0.7130713294797689	0.7133287978142078	0.7132467213114755	0.7153384971098266	0.7128287165775402	0.713307912087912	0.7131873157894738	0.7144118181818181	0.7132730978260869	0.7568711640211642	0.7825167341772152	1.0	0.7838671674876847	0.834560778588808	0.7846778921568628	0.8389544364508392	0.7838409644670051	0.7825018136020151	0.7826047394540944
GCF_900698895_1	0.7120744632768363	0.7134603225806453	0.7142676404494382	0.7122974384236452	0.7151102040816326	0.7149061650485437	0.7157767661691541	0.7152596410256409	0.7156470792079207	0.7180521287128713	0.7146203333333334	0.7178392118226602	0.7153588613861386	0.7165222815533981	0.7150229787234043	0.7181594	0.7693551861042184	0.7770732673267325	0.7832442892156862	1.0	0.7887697297297297	0.9394819080459772	0.792165458937198	0.777766862745098	0.777108753117207	0.8690598139534883
GCF_900698905_1	0.7099272619047621	0.7135921118012422	0.7120242857142859	0.7118274576271187	0.7124725966850829	0.7149645405405406	0.7150677401129945	0.7120207692307692	0.7135279787234043	0.7136391623036649	0.7131545355191257	0.7126813471502591	0.7129334065934065	0.7112047000000001	0.7100470621468926	0.7111558333333333	0.759078388746803	0.7870220493827159	0.8342411165048543	0.7879712048192771	1.0	0.7898654501216545	0.871450725995316	0.788213137254902	0.7862250247524751	0.7867854656862744
GCF_900698915_1	0.7105388235294118	0.7157317837837839	0.7127	0.7126514218009479	0.7171891089108912	0.7165532242990655	0.7156379146919432	0.7139769117647059	0.716722606635071	0.7172788888888889	0.7137812328767125	0.7167079464285715	0.7146152941176471	0.7147677027027028	0.712029	0.7164145205479452	0.7708181280788178	0.7778134814814816	0.7845310784313726	0.9395137442922377	0.7902307766990292	1.0	0.7933635731414868	0.7782860340632604	0.7775764108910892	0.8716768822170902
GCF_900698945_1	0.7094375882352941	0.7158486274509803	0.7131864375000001	0.711733870967742	0.714563186813187	0.7182109844559587	0.716643210526316	0.712911746031746	0.71722578125	0.7152072251308902	0.7160173404255319	0.71378395	0.7128255789473685	0.7164571428571428	0.7127840837696335	0.7124578325123153	0.7635489340101522	0.7914781930693069	0.8391437320574163	0.7923243062200958	0.8718442056074767	0.7940712048192772	1.0	0.79165196125908	0.7907799755501221	0.7910011835748794
GCF_900698975_1	0.7091940506329114	0.7118479865771812	0.7131924324324324	0.7107837058823531	0.7097534857142855	0.7125434254143646	0.7137876	0.7148622499999999	0.7159615882352941	0.7140007692307693	0.7132698275862069	0.7118020652173912	0.7114848587570621	0.7154553293413176	0.7119047852760736	0.7120493956043956	0.7530412631578948	0.9306264414414415	0.7838924427480916	0.7786253333333333	0.78781099009901	0.7795936206896552	0.7926199509803923	1.0	0.8690120227272727	0.7776907268170427
GCF_900699025_1	0.7108946575342465	0.7102512903225806	0.7127909859154931	0.7098427272727272	0.712683652694611	0.71567783625731	0.7146962874251497	0.7131940372670807	0.7160544311377245	0.7147179069767442	0.7127404046242775	0.7137216571428572	0.7143581065088758	0.7123029824561402	0.7128855483870968	0.7123003488372092	0.7526591052631579	0.866841402714932	0.782957582697201	0.77766	0.7870736138613862	0.7788160098522168	0.7910253658536585	0.8687885101580137	1.0	0.776875125
GCF_900699035_1	0.7093875	0.711961304347826	0.7135400606060607	0.7100363819095478	0.7154998952879582	0.7154364248704664	0.7189954945054946	0.7158991005291004	0.7171230729166667	0.7148549743589745	0.7159860209424085	0.7196127692307692	0.7162116923076924	0.7148244059405942	0.7158084864864864	0.71643335	0.7691953553299492	0.7755446882793018	0.7829297	0.8689356542056074	0.7865931862745099	0.8709247099767983	0.7916966097560975	0.7773460098522168	0.7763770049504952	1.0
