layers	GCF_900698845_1	GCF_005080825_1	GCF_005082825_1	GCF_900698905_1	GCF_005083565_1	GCF_009068925_1	GCF_900698915_1	GCF_005081185_1	GCF_900698975_1	GCF_005081705_1	GCF_900699035_1	GCF_005080885_1	GCF_900698895_1	GCF_009069125_1	GCF_005082365_1	GCF_900698945_1	GCF_005080845_1	GCF_900560745_1	GCF_005083345_1	GCF_005080725_1	GCF_900698865_1	GCF_005083105_1	GCF_900699025_1	GCF_005081945_1	GCF_005080745_1	GCF_005080765_1
GCF_005082825_1	47344.0	67429.0	0.0	51364.0	111827.0	134405.0	57641.0	88424.0	48039.0	117705.0	54146.0	119228.0	57477.0	134267.0	118681.0	54839.0	134911.0	49080.0	137107.0	58987.0	49577.0	137955.0	49628.0	114753.0	85492.0	58673.0
GCF_005083105_1	46939.0	73325.0	136646.0	49989.0	135169.0	98076.0	57417.0	134050.0	48472.0	138267.0	54489.0	128423.0	55300.0	83391.0	133537.0	52917.0	126270.0	47763.0	93324.0	61537.0	48765.0	0.0	45325.0	138890.0	82203.0	61174.0
GCF_005083345_1	46032.0	66964.0	138719.0	48859.0	135360.0	73847.0	55145.0	134995.0	46020.0	138420.0	52565.0	128825.0	54103.0	75431.0	136435.0	50586.0	126489.0	50274.0	0.0	59369.0	50767.0	93342.0	48470.0	138009.0	81878.0	58070.0
GCF_005083565_1	48227.0	72621.0	111536.0	52831.0	0.0	134746.0	58372.0	115029.0	49477.0	103847.0	55391.0	106283.0	57187.0	134006.0	108440.0	55624.0	128096.0	47398.0	134968.0	62642.0	51246.0	136183.0	48379.0	109832.0	85334.0	63569.0
GCF_009068925_1	45535.0	62546.0	139534.0	48976.0	137204.0	0.0	55577.0	134839.0	46236.0	139154.0	53057.0	128458.0	55201.0	84604.0	137719.0	52104.0	128066.0	48119.0	74080.0	57917.0	44569.0	98294.0	43515.0	137391.0	78797.0	55450.0
GCF_009069125_1	49505.0	71006.0	136936.0	52065.0	135932.0	84308.0	56967.0	135114.0	50106.0	137967.0	54624.0	127235.0	56172.0	0.0	133209.0	55721.0	121675.0	51872.0	75331.0	61580.0	50083.0	82717.0	47922.0	135922.0	85083.0	62983.0
GCF_900560745_1	92923.0	46173.0	47010.0	92827.0	48537.0	46748.0	91211.0	44995.0	94086.0	47991.0	90173.0	50862.0	91465.0	50429.0	49556.0	92412.0	47737.0	0.0	49753.0	42202.0	88275.0	50249.0	92405.0	47209.0	40750.0	41803.0
GCF_900698845_1	0.0	47054.0	44304.0	86350.0	47035.0	41910.0	90649.0	42468.0	31531.0	44149.0	90938.0	44794.0	90023.0	45350.0	42851.0	84935.0	44962.0	93573.0	46486.0	42673.0	85387.0	45733.0	59733.0	45325.0	42386.0	37073.0
GCF_900698865_1	85605.0	47983.0	46312.0	68891.0	51046.0	44029.0	88444.0	47516.0	85024.0	46568.0	88111.0	49724.0	88167.0	49820.0	49743.0	67993.0	47379.0	91167.0	48984.0	42820.0	0.0	50373.0	85670.0	49468.0	42338.0	40227.0
GCF_900698895_1	90476.0	55102.0	56184.0	86884.0	55298.0	50735.0	26785.0	54001.0	90954.0	52512.0	57438.0	55916.0	0.0	53310.0	54010.0	87339.0	52964.0	93338.0	54319.0	47928.0	89072.0	54421.0	89476.0	54226.0	49754.0	47634.0
GCF_900698905_1	86346.0	47688.0	49059.0	0.0	53750.0	48289.0	86666.0	47275.0	86741.0	48681.0	87497.0	49795.0	88259.0	51666.0	51156.0	55767.0	48892.0	93764.0	49053.0	45435.0	68928.0	51857.0	86656.0	50319.0	42986.0	41628.0
GCF_900698915_1	90321.0	56416.0	58842.0	87022.0	59398.0	54470.0	0.0	56177.0	91540.0	54861.0	56264.0	57161.0	26873.0	58545.0	55074.0	86782.0	53459.0	92672.0	54593.0	50537.0	88292.0	59484.0	89942.0	55691.0	49177.0	48247.0
GCF_900698945_1	84464.0	50743.0	50591.0	55578.0	52612.0	51238.0	86010.0	50225.0	86262.0	50769.0	86832.0	51406.0	87223.0	54766.0	51675.0	0.0	48706.0	92197.0	51252.0	46114.0	67691.0	53939.0	85984.0	50660.0	40759.0	43346.0
GCF_900698975_1	31335.0	46112.0	46839.0	85731.0	44642.0	43764.0	89403.0	46710.0	0.0	42949.0	88478.0	48791.0	89318.0	49053.0	45428.0	84639.0	47286.0	92407.0	47501.0	42325.0	84485.0	49454.0	58750.0	45464.0	39892.0	38836.0
GCF_900699025_1	59831.0	44943.0	46871.0	85854.0	46331.0	41596.0	89356.0	44887.0	59136.0	43183.0	88979.0	45129.0	89388.0	46397.0	45838.0	85335.0	44874.0	92308.0	45013.0	39665.0	84956.0	46784.0	0.0	44401.0	41655.0	38116.0
GCF_900699035_1	90066.0	54727.0	52008.0	87458.0	54995.0	49739.0	56649.0	48735.0	90220.0	50999.0	0.0	52702.0	57219.0	53997.0	52976.0	86022.0	51781.0	90590.0	52660.0	50557.0	87193.0	52115.0	89882.0	51737.0	49487.0	44770.0
